Participant ID,Trial Number,Response,Correctness, Start Timestamp, End Timestamp
2,1,right,false,2023-06-10 18:10:30.897,
2,2,right,true,2023-06-10 18:11:22.419,
2,3,left,false,2023-06-13 16:44:06.542,
2,1,left,false,2023-06-15 09:45:01.865,
2,2,left,false,2023-06-15 09:47:11.657,
2,3,left,false,2023-06-15 09:47:46.588,
2,4,right,true,2023-06-15 09:48:18.074,
2,5,left,true,2023-06-15 09:48:46.526,
2,6,right,true,2023-06-15 09:49:15.020,
2,7,left,true,2023-06-15 09:49:40.824,
2,8,left,true,2023-06-15 09:50:10.422,
2,9,right,true,2023-06-15 09:50:38.199,
2,10,right,true,2023-06-15 09:51:07.536,
2,11,right,true,2023-06-15 09:51:32.079,
2,12,left,false,2023-06-15 09:52:04.723,
2,13,left,false,2023-06-15 09:52:29.768,
2,14,left,false,2023-06-15 09:53:01.879,
2,15,left,false,2023-06-15 09:53:42.941,
2,16,left,true,2023-06-15 09:54:23.651,
2,17,left,true,2023-06-15 09:55:30.809,
2,18,right,false,2023-06-15 09:55:56.733,
2,19,left,true,2023-06-15 09:56:23.268,
2,20,left,true,2023-06-15 09:56:51.451,
2,21,left,true,2023-06-15 09:57:17.549,
2,22,left,false,2023-06-15 09:57:49.691,
2,23,left,true,2023-06-15 09:58:24.643,
2,24,right,true,2023-06-15 09:59:02.497,
2,25,right,true,2023-06-15 09:59:28.838,
2,26,right,true,2023-06-15 09:59:58.907,
2,27,left,true,2023-06-15 10:00:24.858,
2,28,left,false,2023-06-15 10:00:54.868,
