Participant ID,Trial Number,Response,Correctness, Start Timestamp, End Timestamp
3,1,left,false,2023-06-10 18:03:06.431,
3,2,right,true,2023-06-10 18:03:59.998,
3,1,left,true,2023-06-14 17:56:12.748,
3,2,left,true,2023-06-14 17:58:18.505,
3,3,left,false,2023-06-14 18:00:12.628,
3,4,left,true,2023-06-14 18:28:32.941,
3,5,left,true,2023-06-14 19:17:36.114,
3,6,left,false,2023-06-14 19:34:22.454,
3,7,left,true,2023-06-14 19:38:29.241,
3,8,left,true,2023-06-14 19:41:09.785,
3,9,left,true,2023-06-14 19:42:48.924,
3,10,left,false,2023-06-14 19:43:50.648,
3,11,left,true,2023-06-14 19:58:44.521,
3,12,left,true,2023-06-14 20:04:23.633,
3,13,left,true,2023-06-14 20:04:57.797,
